azimuth_deg,distance_m,rssi
45.5,0.158,172
45.7,0.157,172
45.9,0.162,171
46.1,0.164,170
46.3,0.165,167
46.5,0.166,166
46.7,0.168,169
46.9,0.177,163
47.1,0.174,165
47.3,0.178,164
47.5,0.179,166
47.7,0.186,162
47.9,0.186,164
48.1,0.187,164
48.3,0.194,160
48.5,0.201,156
48.7,0.184,164
48.9,0.212,156
49.1,0.224,152
49.3,0.226,156
49.5,0.239,150
49.7,0.246,150
49.9,0.275,145
50.1,0.287,143
50.3,0.319,135
50.5,0.332,135
50.7,0.346,133
50.9,0.374,126
51.1,0.383,129
51.3,0.403,124
51.5,0.421,119
51.7,0.432,115
51.9,0.437,117
52.1,0.442,115
52.3,0.443,117
52.5,0.447,115
52.7,0.457,110
52.9,0.451,116
53.1,0.454,113
53.3,0.454,113
53.5,0.476,105
54.1,0.68,70
54.3,0.732,63
54.5,0.759,61
54.7,0.791,53
54.9,0.79,55
55.1,0.804,49
55.5,0.712,62
55.7,0.712,69
55.9,0.693,77
56.1,0.683,80
56.3,0.68,85
56.5,0.674,85
56.7,0.673,90
56.9,0.682,83
57.1,0.682,83
57.3,0.68,81
57.5,0.681,81
57.7,0.69,76
57.9,0.704,71
58.1,0.697,71
58.5,3,14
58.7,2.999,12
62.5,0.133,164
62.7,0.133,169
62.9,0.133,172
63.1,0.133,174
63.3,0.133,178
63.5,0.133,179
63.7,0.131,181
63.9,0.132,181
64.1,0.134,181
64.3,0.135,180
64.5,0.135,181
64.7,0.135,183
64.9,0.134,183
65.1,0.133,184
65.3,0.133,183
65.5,0.134,181
65.7,0.135,181
65.9,0.135,180
66.1,0.133,180
66.3,0.132,181
66.5,0.132,179
66.7,0.133,179
66.9,0.131,178
67.1,0.134,173
67.3,0.133,171
67.5,0.133,166
67.7,0.13,157
68.1,3.201,42
68.3,3.195,43
68.5,3.188,43
68.7,3.182,43
68.9,3.176,44
69.1,3.17,44
69.3,3.163,45
69.5,3.159,44
69.7,3.152,46
69.9,3.146,46
70.1,3.14,46
70.3,3.135,47
70.5,3.128,47
70.7,3.122,47
70.9,3.116,48
71.1,3.111,48
71.3,3.104,49
71.5,3.097,49
71.7,3.092,49
71.9,3.084,50
72.1,3.079,50
72.3,3.074,50
72.5,3.069,50
72.7,3.059,44
72.9,3.052,42
73.1,3.052,47
73.3,3.049,50
73.5,3.048,51
73.7,3.043,47
73.9,2.996,42
74.1,2.976,43
74.3,2.973,45
74.5,2.978,41
74.7,2.983,36
75.1,2.949,40
75.5,2.945,45
76.1,0.101,165
76.3,2.92,34
76.5,0.13,162
77.5,0.104,169
77.7,0.114,161
78.1,0.107,167
78.3,0.111,164
78.5,0.12,161
78.7,0.112,167
78.9,0.113,169
79.1,0.125,158
79.5,0.111,161
79.9,0.119,161
80.1,0.114,169
80.3,0.124,159
80.7,0.106,170
80.9,0.101,173
81.1,0.103,176
81.3,0.103,177
81.5,0.103,179
81.7,0.1,183
81.9,0.105,184
82.1,0.101,185
82.3,0.1,187
82.5,0.104,187
82.7,0.103,188
82.9,0.104,188
83.1,0.101,190
83.3,0.101,191
83.5,0.1,191
83.7,0.099,191
83.9,0.1,190
84.1,0.1,191
84.3,0.099,191
84.5,0.098,191
84.7,0.099,191
84.9,0.1,191
85.1,0.101,189
85.3,0.101,189
85.5,0.102,189
85.7,0.102,187
85.9,0.099,186
86.1,0.101,187
86.3,0.102,184
86.5,0.097,183
86.7,0.1,178
86.9,0.1,177
87.1,0.1,173
87.7,2.441,45
87.9,2.365,32
88.1,2.358,32
88.3,2.357,32
88.5,2.355,32
88.7,2.355,32
88.9,2.354,32
89.1,2.347,31
89.3,2.317,30
89.5,2.301,30
89.7,2.296,31
89.9,2.293,31
90.1,2.293,31
90.3,2.294,31
90.5,2.295,31
90.7,2.295,31
90.9,2.297,31
91.1,2.296,31
91.3,2.294,31
91.5,2.291,31
91.7,2.288,31
92.1,0.101,168
92.3,0.106,167
92.5,0.103,173
92.7,0.101,174
92.9,0.102,173
93.1,0.102,175
93.3,0.101,176
93.5,0.1,177
93.7,0.099,178
93.9,0.101,176
94.1,0.098,178
94.3,0.099,178
94.5,0.101,174
94.7,0.1,177
94.9,0.106,176
95.1,0.104,175
95.3,0.108,172
95.5,0.102,172
95.7,0.099,173
95.9,0.108,166
96.5,2.249,31
96.7,2.248,32
96.9,2.249,32
97.1,2.249,32
97.3,2.248,32
97.5,2.248,32
97.7,2.247,32
97.9,2.246,32
98.1,2.244,33
98.3,2.243,33
98.5,2.243,33
98.7,2.242,33
98.9,2.242,33
99.1,2.24,33
99.3,2.238,33
99.5,2.238,33
99.7,2.239,33
99.9,2.244,33
100.1,2.257,31
100.3,2.293,30
100.5,2.298,30
100.7,2.298,31
100.9,2.297,31
101.1,2.295,32
101.3,2.293,32
101.5,2.292,32
101.7,2.295,32
101.9,2.304,32
102.9,2.747,40
103.3,2.429,41
103.5,2.407,41
103.7,2.404,45
103.9,2.363,49
104.1,2.343,51
104.3,2.325,50
104.5,2.329,47
104.7,2.348,45
104.9,2.413,45
105.3,2.816,50
105.5,2.863,57
105.7,2.859,50
105.9,2.824,39
106.1,2.826,36
106.3,2.879,50
106.5,2.899,58
106.7,2.891,51
106.9,2.852,38
107.1,2.84,34
107.3,2.872,44
107.5,2.866,44
