azimuth_deg,distance_m,rssi
45.5,0.16,168
45.7,0.16,169
45.9,0.163,169
46.1,0.162,169
46.3,0.162,170
46.5,0.164,170
46.7,0.165,168
46.9,0.168,166
47.1,0.169,165
47.3,0.168,166
47.5,0.171,164
47.7,0.164,167
47.9,0.171,166
48.1,0.173,164
48.3,0.18,162
48.5,0.18,162
48.7,0.177,165
48.9,0.185,161
49.1,0.194,158
49.3,0.21,154
49.5,0.215,156
49.7,0.23,153
49.9,0.256,144
50.1,0.261,147
50.3,0.292,137
50.5,0.312,138
50.7,0.332,135
50.9,0.361,129
51.1,0.373,128
51.3,0.384,128
51.5,0.41,121
51.7,0.423,120
51.9,0.422,125
52.1,0.429,123
52.3,0.439,116
52.5,0.444,115
52.7,0.448,116
52.9,0.455,115
53.1,0.459,117
53.3,0.461,117
53.5,0.465,115
53.7,0.467,114
53.9,0.468,116
54.1,0.469,117
54.3,0.472,115
54.5,0.474,114
54.7,0.476,115
54.9,0.475,116
55.1,0.476,116
55.3,0.479,112
55.5,0.479,116
55.7,0.481,114
55.9,0.479,115
56.1,0.478,115
56.3,0.478,114
56.5,0.48,112
56.7,0.477,114
56.9,0.477,114
57.1,0.475,113
57.3,0.478,113
57.5,0.479,110
57.7,0.477,111
57.9,0.481,112
58.1,0.497,105
58.3,0.526,100
58.5,0.51,108
58.7,0.578,90
58.9,0.582,95
59.1,0.58,94
59.3,0.571,94
62.5,0.139,164
62.7,0.133,171
62.9,0.133,174
63.1,0.134,177
63.3,0.139,177
63.5,0.135,179
63.7,0.131,179
63.9,0.133,181
64.1,0.137,182
64.3,0.136,181
64.5,0.136,182
64.7,0.136,183
64.9,0.134,182
65.1,0.135,182
65.3,0.135,182
65.5,0.135,185
65.7,0.136,181
65.9,0.136,180
66.1,0.136,180
66.3,0.135,181
66.5,0.134,179
66.7,0.137,178
66.9,0.133,178
67.1,0.133,173
67.3,0.128,173
67.5,0.126,169
67.9,3.21,42
68.1,3.203,42
68.3,3.195,42
68.5,3.189,43
68.7,3.183,43
68.9,3.178,44
69.1,3.172,44
69.3,3.164,45
69.5,3.159,45
69.7,3.155,46
69.9,3.15,46
70.1,3.139,46
70.3,3.137,47
70.5,3.129,47
70.7,3.125,47
70.9,3.117,48
71.1,3.113,48
71.3,3.106,49
71.5,3.099,49
71.7,3.092,49
71.9,3.086,50
72.1,3.08,50
72.3,3.073,50
72.5,3.068,50
72.7,3.059,45
72.9,3.053,42
73.1,3.053,47
73.3,3.051,50
73.5,3.051,51
73.7,3.044,47
73.9,3.005,42
74.1,2.977,43
74.3,2.974,44
74.5,2.98,40
74.7,2.985,36
74.9,2.97,34
75.1,2.948,40
75.3,2.946,47
75.5,2.947,45
75.7,2.947,44
75.9,0.114,161
76.3,2.927,33
76.5,2.906,41
77.3,0.112,162
77.5,0.109,165
77.7,0.121,164
77.9,0.117,163
78.1,0.109,162
78.3,0.102,166
78.7,0.106,163
78.9,0.101,164
79.5,0.106,167
79.7,0.106,168
79.9,0.11,163
80.5,0.107,168
80.7,0.112,163
80.9,0.106,173
81.1,0.109,172
81.3,0.102,181
81.5,0.102,181
81.7,0.103,182
81.9,0.104,184
82.1,0.103,186
82.3,0.102,188
82.5,0.104,189
82.7,0.104,188
82.9,0.103,190
83.1,0.103,189
83.3,0.101,191
83.5,0.1,190
83.7,0.1,190
83.9,0.101,190
84.1,0.101,190
84.3,0.101,190
84.5,0.1,191
84.7,0.1,191
84.9,0.101,189
85.1,0.102,189
85.3,0.103,188
85.5,0.102,188
85.7,0.099,188
85.9,0.099,188
86.1,0.102,184
86.3,0.101,185
86.5,0.097,182
86.7,0.095,180
86.9,0.098,176
87.1,0.103,169
87.3,3.028,42
87.7,2.441,45
87.9,2.366,32
88.1,2.358,33
88.3,2.356,33
88.5,2.355,33
88.7,2.356,33
88.9,2.356,32
89.1,2.351,31
89.3,2.318,30
89.5,2.302,31
89.7,2.298,31
89.9,2.297,31
90.1,2.296,31
90.3,2.297,31
90.5,2.297,31
90.7,2.296,31
90.9,2.297,31
91.1,2.296,31
91.3,2.297,30
91.5,2.292,31
92.1,0.11,165
92.3,0.106,170
92.5,0.101,173
92.7,0.098,174
92.9,0.103,172
93.1,0.105,175
93.3,0.103,175
93.5,0.103,175
93.7,0.097,177
93.9,0.1,176
94.1,0.1,178
94.3,0.103,174
94.5,0.103,178
94.7,0.103,177
94.9,0.105,176
95.1,0.111,171
95.3,0.11,173
95.5,0.102,173
95.7,0.099,173
95.9,0.106,167
96.3,2.252,31
96.5,2.251,32
96.7,2.249,31
96.9,2.249,32
97.1,2.249,32
97.3,2.249,32
97.5,2.249,32
