azimuth_deg,distance_m,rssi
45.5,0.157,173
45.7,0.158,169
45.9,0.159,170
46.1,0.161,168
46.3,0.159,169
46.5,0.159,171
46.7,0.164,168
46.9,0.169,167
47.1,0.167,170
47.3,0.169,165
47.5,0.171,164
47.7,0.168,165
47.9,0.161,169
48.1,0.167,166
48.3,0.178,160
48.5,0.174,165
48.7,0.181,160
48.9,0.188,159
49.1,0.183,162
49.3,0.219,152
49.5,0.198,158
49.7,0.213,154
49.9,0.23,151
50.1,0.243,149
50.3,0.269,145
50.5,0.299,141
50.7,0.335,131
50.9,0.345,132
51.1,0.375,127
51.3,0.389,124
51.5,0.41,122
51.7,0.419,123
51.9,0.428,120
52.1,0.43,120
52.3,0.437,120
52.5,0.45,114
52.7,0.45,119
52.9,0.459,114
53.1,0.463,116
53.3,0.467,114
53.5,0.47,114
53.7,0.472,114
53.9,0.472,115
54.1,0.473,119
54.3,0.476,116
54.5,0.477,115
54.7,0.477,115
54.9,0.477,115
55.1,0.478,115
55.3,0.477,117
55.5,0.476,117
55.7,0.477,116
55.9,0.477,116
56.1,0.478,117
56.3,0.48,116
56.5,0.478,116
56.7,0.479,116
56.9,0.479,117
57.1,0.477,115
57.3,0.478,116
57.5,0.479,116
57.7,0.48,116
57.9,0.48,115
58.1,0.481,116
58.3,0.483,113
58.5,0.483,113
58.7,0.482,111
58.9,0.481,111
59.1,0.478,111
59.3,0.482,103
59.5,0.471,105
59.7,0.434,110
59.9,0.42,107
62.5,0.134,163
62.7,0.132,168
62.9,0.133,173
63.1,0.133,176
63.3,0.136,177
63.5,0.135,177
63.7,0.132,179
63.9,0.133,180
64.1,0.136,181
64.3,0.136,182
64.5,0.138,180
64.7,0.136,182
64.9,0.135,183
65.1,0.135,182
65.3,0.135,182
65.5,0.135,183
65.7,0.135,183
65.9,0.136,181
66.1,0.135,180
66.3,0.133,180
66.5,0.132,180
66.7,0.135,178
66.9,0.134,176
67.1,0.135,173
67.3,0.13,171
67.5,0.129,167
67.7,0.142,157
67.9,3.211,41
68.1,3.203,42
68.3,3.196,42
68.5,3.19,43
68.7,3.185,43
68.9,3.179,44
69.1,3.174,44
69.3,3.166,45
69.5,3.161,45
69.7,3.156,46
69.9,3.149,46
70.1,3.141,46
70.3,3.138,47
70.5,3.132,47
70.7,3.125,47
70.9,3.118,48
71.1,3.114,48
71.3,3.105,49
71.5,3.101,49
71.7,3.093,49
71.9,3.087,50
72.1,3.082,50
72.3,3.076,50
72.5,3.069,50
72.7,3.06,45
72.9,3.054,42
73.1,3.052,47
73.3,3.051,51
73.5,3.049,51
73.7,3.046,47
73.9,3.002,42
74.1,2.977,43
74.3,2.975,45
74.5,2.98,41
74.7,2.985,36
74.9,2.969,34
75.1,2.95,40
75.3,2.946,47
75.5,2.948,45
75.7,2.955,43
75.9,2.967,38
76.3,0.118,162
76.9,0.118,166
77.1,0.117,164
77.3,0.113,165
77.5,0.119,163
77.7,0.114,166
77.9,0.113,169
78.3,2.893,38
79.3,0.101,167
79.5,0.121,164
79.9,0.115,157
80.1,0.13,161
80.5,0.094,169
80.7,0.104,172
80.9,0.099,173
81.1,0.099,176
81.3,0.101,180
81.5,0.103,177
81.7,0.103,184
81.9,0.107,183
82.1,0.103,185
82.3,0.1,188
82.5,0.104,187
82.7,0.106,187
82.9,0.104,189
83.1,0.104,189
83.3,0.1,191
83.5,0.101,190
83.7,0.1,191
83.9,0.101,191
84.1,0.1,191
84.3,0.101,190
84.5,0.101,190
84.7,0.1,191
84.9,0.101,189
85.1,0.103,190
85.3,0.104,190
85.5,0.104,187
85.7,0.102,187
85.9,0.1,186
86.1,0.102,184
86.3,0.106,182
86.5,0.099,183
86.7,0.093,180
86.9,0.1,175
87.1,0.103,167
87.7,2.443,45
87.9,2.367,32
88.1,2.36,32
88.3,2.357,33
88.5,2.357,32
88.7,2.357,33
88.9,2.356,32
89.1,2.35,31
89.3,2.316,31
89.5,2.302,31
89.7,2.298,31
89.9,2.296,31
90.1,2.297,31
90.3,2.297,32
90.5,2.298,31
90.7,2.297,31
90.9,2.297,31
91.1,2.297,31
91.3,2.297,31
91.5,2.293,31
91.7,2.291,31
91.9,0.098,166
92.1,0.111,166
92.3,0.105,169
92.7,0.095,174
92.9,0.104,177
93.1,0.107,177
93.3,0.107,175
93.5,0.103,176
93.7,0.102,176
93.9,0.099,178
94.1,0.107,173
94.3,0.104,175
94.5,0.103,176
94.7,0.103,177
94.9,0.096,178
95.1,0.098,177
95.3,0.097,173
95.5,0.107,171
95.7,0.11,168
95.9,0.11,164
96.5,2.251,32
96.7,2.251,32
96.9,2.251,32
97.1,2.25,32
97.3,2.248,32
97.5,2.248,32
97.7,2.249,32
97.9,2.247,32
98.1,2.245,33
98.3,2.245,33
98.5,2.246,33
98.7,2.244,34
98.9,2.243,33
99.1,2.242,33
99.3,2.24,33
99.5,2.24,33
99.7,2.242,33
99.9,2.245,33
100.1,2.257,31
100.3,2.292,30
100.5,2.301,31
100.7,2.3,31
100.9,2.299,32
101.1,2.297,32
101.3,2.294,32
101.5,2.294,32
101.7,2.295,32
101.9,2.303,32
102.9,2.753,40
103.3,2.428,41
103.5,2.409,40
103.7,2.404,45
103.9,2.366,49
104.1,2.343,51
104.3,2.329,50
104.5,2.333,46
104.7,2.353,45
104.9,2.413,45
105.3,2.816,51
105.5,2.869,57
105.7,2.857,50
105.9,2.827,39
106.1,2.824,37
106.3,2.876,51
106.5,2.898,59
106.7,2.891,51
106.9,2.849,38
107.1,2.836,35
107.3,2.876,45
107.5,2.872,44
107.7,2.843,35
107.9,2.84,34
108.1,2.89,44
108.3,2.912,53
108.5,2.92,58
108.7,2.923,58
108.9,2.924,58
109.1,2.923,58
109.3,2.908,50
109.5,2.879,39
109.7,2.856,33
109.9,2.895,40
110.1,2.921,50
110.3,2.917,44
110.5,2.883,33
110.7,2.913,39
110.9,2.944,51
111.1,2.947,53
111.3,2.928,39
111.7,2.927,39
111.9,2.951,52
112.1,2.948,49
112.3,2.862,43
112.5,2.844,41
112.7,2.845,42
112.9,2.852,42
113.1,2.876,48
113.3,2.943,51
113.5,2.958,39
113.9,2.872,30
114.1,2.842,30
114.3,2.82,29
114.5,2.811,29
114.7,2.811,28
114.9,2.835,30
115.1,2.914,36
115.3,2.959,44
115.5,2.994,51
115.7,3.012,54
115.9,3.016,55
116.1,3.017,55
116.7,2.609,37
116.9,2.55,34
117.1,2.541,37
117.3,2.547,37
117.9,2.88,29
118.1,2.854,29
118.3,2.832,29
118.5,2.821,29
118.7,2.819,29
118.9,2.849,30
119.1,2.904,33
119.3,2.931,33
120.1,2.585,35
120.3,2.585,39
120.5,2.618,44
120.9,3.089,30
121.1,3.051,23
121.5,3.13,32
121.7,3.121,32
121.9,3.069,30
122.3,2.831,34
122.5,2.813,36
122.7,2.795,35
122.9,2.779,35
123.1,2.763,35
123.3,2.747,35
123.5,2.733,35
123.7,2.717,35
123.9,2.706,35
124.1,2.693,35
124.3,2.683,35
124.5,2.671,35
124.7,2.659,35
124.9,2.65,36
125.1,2.646,38
125.3,2.644,39
125.5,2.644,40
125.7,2.642,40
125.9,2.641,40
126.1,2.638,39
126.3,2.633,40
126.5,2.636,38
126.7,2.637,38
126.9,2.637,37
127.1,2.639,38
127.3,2.644,40
127.5,2.645,40
127.7,2.647,40
127.9,2.651,43
128.1,2.652,45
128.3,2.657,42
128.5,2.664,42
128.7,2.671,42
128.9,2.685,41
129.1,2.707,41
129.3,2.721,45
129.5,2.726,46
129.7,2.729,43
129.9,2.743,37
130.1,2.79,33
130.7,2.929,30
130.9,2.911,31
131.1,2.901,31
131.3,2.896,32
131.5,2.933,45
131.7,2.989,51
132.1,3.441,46
132.5,2.936,52
132.7,2.928,49
132.9,2.929,48
133.1,2.923,49
133.3,2.932,51
133.5,2.994,54
133.9,3.526,45
134.1,3.534,45
134.3,3.542,46
134.5,3.535,43
134.7,3.505,40
134.9,3.486,40
135.1,3.485,41
135.3,3.485,41
135.5,3.485,41
135.7,3.486,41
135.9,3.485,41
136.1,3.487,40
136.3,3.487,40
136.5,3.487,40
136.7,3.487,41
136.9,3.487,41
137.1,3.488,41
137.3,3.49,41
137.5,3.491,41
137.7,3.49,40
137.9,3.49,41
138.1,3.492,41
138.3,3.493,41
138.5,3.494,41
138.7,3.495,41
138.9,3.495,41
139.1,3.494,41
139.3,3.495,41
139.5,3.496,41
139.7,3.497,41
139.9,3.499,41
140.1,3.501,41
140.3,3.503,40
140.5,3.504,39
140.7,3.504,39
140.9,3.509,37
141.1,3.512,34
141.3,3.518,33
141.5,3.523,31
141.7,3.519,33
141.9,3.518,34
142.1,3.52,34
142.3,3.52,34
142.5,3.519,34
142.7,3.526,37
143.5,2.696,32
143.7,2.691,32
143.9,2.697,33
144.1,2.705,34
144.3,2.764,49
144.5,2.806,51
144.7,2.853,51
144.9,2.855,49
145.1,2.838,47
145.5,2.782,33
145.7,2.786,33
145.9,2.791,32
146.1,2.797,33
146.3,2.804,33
146.5,2.812,33
146.7,2.822,33
146.9,2.834,33
147.1,2.853,34
147.3,2.884,39
147.5,2.905,42
147.7,2.936,44
147.9,2.976,47
148.1,3.026,49
148.5,3.243,49
148.7,3.245,49
148.9,3.238,48
149.1,3.229,49
149.3,3.221,49
149.5,3.207,50
149.7,3.2,49
149.9,3.192,50
150.1,3.169,47
150.3,3.104,40
150.5,3.065,35
150.7,3.057,35
150.9,3.058,34
151.1,3.074,33
151.3,3.108,42
151.5,3.115,49
151.7,3.076,44
151.9,3.032,35
152.1,3.013,33
152.3,3.007,34
152.5,3.028,35
152.7,3.058,45
152.9,3.053,47
153.1,3.025,36
153.3,3.023,33
153.5,3.033,44
153.7,3.031,47
153.9,3.018,36
154.1,2.999,32
154.3,3.004,43
154.5,3.003,54
154.7,2.997,55
154.9,2.987,50
155.1,2.975,42
155.3,2.961,34
155.5,2.943,32
155.7,2.95,38
155.9,2.954,48
156.1,2.949,50
156.3,2.93,42
156.5,2.905,34
156.7,2.883,31
156.9,2.898,35
157.1,2.911,43
157.3,2.909,50
157.5,2.903,51
157.7,2.895,47
157.9,2.868,38
158.1,2.841,31
158.3,2.856,38
158.5,2.865,47
158.7,2.853,44
158.9,2.815,35
159.1,2.813,36
159.3,2.833,44
159.5,2.827,47
159.7,2.787,40
159.9,2.742,36
160.1,2.723,38
160.3,2.73,35
160.5,2.765,38
160.7,2.802,49
160.9,2.797,51
161.1,2.767,40
161.3,2.753,33
161.5,2.781,46
161.7,2.785,58
161.9,2.773,50
162.1,2.747,35
162.3,2.742,37
162.5,2.758,52
162.7,2.758,62
162.9,2.755,62
163.1,2.751,62
163.3,2.743,56
163.5,2.732,46
163.7,2.718,36
163.9,2.706,32
164.1,2.715,40
164.3,2.72,53
164.5,2.72,57
164.7,2.712,49
164.9,2.694,38
165.1,2.671,32
165.3,2.675,36
165.5,2.685,47
165.7,2.687,57
165.9,2.689,64
166.1,2.686,65
166.3,2.682,65
166.5,2.672,60
167.1,2.109,47
167.3,2.104,51
167.5,2.105,52
167.7,2.099,49
167.9,2.091,44
168.1,2.092,44
168.3,2.129,49
168.5,2.22,51
168.7,2.191,48
168.9,2.152,42
169.1,2.148,43
169.3,2.154,37
169.9,2.326,32
170.1,2.355,33
170.3,2.392,36
170.5,2.467,45
170.7,2.536,52
170.9,2.536,51
171.1,2.519,45
171.3,2.515,46
171.5,2.511,45
171.7,2.512,42
171.9,2.533,42
172.1,2.578,57
172.3,2.583,70
172.5,2.579,72
172.7,2.575,72
172.9,2.572,72
173.1,2.569,71
173.3,2.567,71
173.5,2.565,71
173.7,2.562,70
173.9,2.559,71
174.1,2.556,71
174.3,2.553,71
174.5,2.551,71
174.7,2.548,71
174.9,2.544,72
175.1,2.543,71
175.3,2.541,71
175.5,2.539,71
175.7,2.536,72
175.9,2.535,71
176.1,2.534,71
176.3,2.529,72
176.5,2.528,71
176.7,2.526,72
176.9,2.525,72
177.1,2.523,71
177.3,2.52,72
177.5,2.518,72
177.7,2.516,72
177.9,2.515,72
178.1,2.51,72
178.3,2.508,72
178.5,2.503,72
178.7,2.492,72
179.1,2.307,71
179.3,0.176,157
179.5,0.177,163
179.7,0.179,163
179.9,0.18,168
180.1,0.178,169
180.3,0.179,168
180.5,0.179,169
180.7,0.178,169
180.9,0.175,171
181.1,0.173,172
181.3,0.174,172
181.5,0.174,172
181.7,0.173,172
181.9,0.171,172
182.1,0.174,172
182.3,0.175,172
182.5,0.178,169
182.7,0.178,169
182.9,0.178,170
183.1,0.179,170
183.3,0.178,168
183.5,0.178,168
183.7,0.177,168
183.9,0.179,166
184.1,0.177,170
184.3,0.174,172
184.5,0.176,174
184.7,0.178,175
184.9,0.177,174
185.1,0.175,176
185.3,0.172,179
185.5,0.17,179
185.7,0.169,178
185.9,0.168,182
186.1,0.169,180
186.3,0.168,180
186.5,0.169,180
186.7,0.172,178
186.9,0.174,177
187.1,0.177,176
187.3,0.18,174
187.5,0.178,173
187.7,0.176,172
187.9,0.182,166
188.1,0.179,166
188.3,0.178,163
188.5,0.172,162
188.7,0.174,162
189.1,0.177,160
189.3,0.175,164
189.5,0.175,162
189.7,0.174,163
189.9,0.177,159
190.1,0.18,160
190.3,0.176,159
190.5,0.177,156
190.7,0.174,159
190.9,0.178,157
191.1,0.198,146
191.3,0.184,156
191.5,0.19,149
191.7,0.177,153
191.9,2.476,68
192.1,2.478,69
192.3,2.478,69
192.5,2.476,70
192.7,2.477,70
192.9,2.479,70
193.1,2.477,71
193.3,2.478,71
193.5,2.478,71
193.7,2.48,72
193.9,2.479,72
194.1,2.48,71
194.3,2.481,72
194.5,2.482,72
194.7,2.482,72
194.9,2.483,72
195.1,2.483,72
195.3,2.482,72
195.5,2.483,71
195.7,2.486,71
195.9,2.486,71
196.1,2.487,71
196.3,2.489,71
196.5,2.491,70
196.7,2.491,70
196.9,2.492,70
197.1,2.492,70
197.3,2.493,70
197.5,2.495,70
197.7,2.495,70
197.9,2.498,69
198.1,2.498,69
198.3,2.5,68
198.7,0.215,144
198.9,0.211,152
199.1,0.219,149
199.3,0.211,152
199.5,0.201,158
199.7,0.196,159
199.9,0.194,160
200.1,0.193,161
200.3,0.187,163
200.5,0.2,156
200.7,0.229,155
200.9,0.266,152
201.1,0.288,151
201.3,0.293,150
201.5,0.291,155
201.7,0.292,153
201.9,0.285,154
202.1,0.264,158
202.3,0.212,167
202.5,0.189,173
202.7,0.185,174
202.9,0.183,176
203.1,0.183,175
203.3,0.185,174
203.5,0.187,173
203.7,0.187,171
203.9,0.203,165
204.1,0.22,156
204.3,0.207,159
204.5,0.2,155
204.7,0.191,161
204.9,0.194,159
205.1,0.191,163
205.3,0.19,163
205.5,0.187,164
205.7,0.186,164
205.9,0.19,161
206.1,0.188,162
206.3,0.188,161
206.5,0.186,162
206.7,0.183,161
206.9,0.178,162
207.1,0.159,169
207.3,0.176,162
207.5,0.17,165
207.7,0.175,160
207.9,0.177,161
208.1,0.18,159
208.3,0.176,163
208.5,0.174,164
208.7,0.169,164
208.9,0.171,160
209.1,0.172,162
209.3,0.173,162
209.5,0.17,164
209.7,0.171,164
209.9,0.17,164
210.1,0.172,164
210.3,0.172,162
210.5,0.179,160
210.7,0.176,167
210.9,0.176,168
211.1,0.173,174
211.3,0.177,172
211.5,0.179,174
211.7,0.179,174
211.9,0.177,176
212.1,0.175,178
212.3,0.172,178
212.5,0.172,177
212.7,0.17,178
212.9,0.171,178
213.1,0.171,178
213.3,0.173,177
213.5,0.176,178
213.7,0.184,177
213.9,0.193,175
214.1,0.205,171
214.3,0.215,171
214.5,0.249,166
214.7,0.284,161
214.9,0.333,156
215.5,0.497,148
215.7,0.447,122
216.1,0.335,135
216.3,0.29,143
216.5,0.239,150
216.7,0.203,159
216.9,0.187,160
217.1,0.181,161
217.3,0.18,162
217.5,0.175,162
217.7,0.177,159
217.9,0.175,161
218.1,0.172,161
218.3,0.166,163
218.5,0.172,156
218.7,0.175,159
218.9,0.183,149
219.1,0.178,153
219.3,0.171,149
219.5,1.778,34
219.7,1.77,34
219.9,1.758,34
220.1,1.744,34
220.3,1.732,35
220.5,1.722,35
220.7,1.711,36
220.9,1.698,37
221.1,1.687,40
221.3,1.678,43
221.5,1.674,45
221.7,1.669,44
221.9,1.662,40
222.1,1.653,34
222.7,0.582,121
222.9,0.557,126
223.1,0.544,128
223.3,0.54,130
223.5,0.543,128
223.7,0.551,128
223.9,0.566,125
224.5,1.533,36
224.7,1.521,37
224.9,1.508,40
225.1,1.462,47
225.3,1.447,59
225.5,1.441,62
225.7,1.428,59
225.9,1.416,56
226.1,1.377,48
226.3,1.361,43
226.5,1.331,36
226.7,1.317,34
226.9,1.31,35
227.1,1.306,34
227.3,1.303,33
227.5,1.3,33
227.7,1.297,33
227.9,1.293,32
228.1,1.291,32
228.3,1.285,32
228.5,1.281,32
228.7,1.277,32
228.9,1.271,32
229.1,1.266,32
229.3,1.259,32
229.5,1.247,33
229.7,1.231,33
229.9,1.215,33
230.1,1.195,34
230.3,1.143,36
231.3,0.524,108
231.5,0.518,108
231.7,0.512,111
231.9,0.508,112
232.1,0.505,114
232.3,0.503,114
232.5,0.5,114
232.7,0.499,116
232.9,0.497,116
233.1,0.496,118
233.3,0.495,119
233.5,0.492,118
233.7,0.491,122
233.9,0.49,121
234.1,0.487,124
234.3,0.485,124
234.5,0.484,129
234.7,0.482,135
234.9,0.478,144
235.1,0.477,146
235.3,0.479,143
235.5,0.478,146
235.7,0.477,146
235.9,0.477,146
236.1,0.478,142
236.3,0.479,137
236.5,0.482,137
236.7,0.483,134
236.9,0.482,132
237.1,0.485,130
237.3,0.485,128
237.5,0.485,127
237.7,0.485,127
237.9,0.487,124
238.1,0.49,122
238.3,0.491,120
238.5,0.49,121
238.7,0.492,118
238.9,0.494,118
239.1,0.498,118
239.3,0.498,118
239.5,0.499,116
239.7,0.501,116
239.9,0.504,113
240.1,0.508,112
240.3,0.511,112
240.5,0.519,110
240.7,0.545,108
240.9,0.596,101
241.5,0.892,38
241.9,1.024,35
