azimuth_deg,distance_m,rssi
45.5,0.159,172
45.7,0.161,169
45.9,0.162,169
46.1,0.165,170
46.3,0.164,169
46.5,0.164,171
46.7,0.171,165
46.9,0.174,165
47.1,0.174,165
47.3,0.169,166
47.5,0.174,163
47.7,0.176,163
47.9,0.182,161
48.1,0.18,159
48.3,0.173,163
48.7,0.183,162
48.9,0.183,161
49.1,0.192,155
49.3,0.19,158
49.5,0.206,154
49.7,0.217,155
49.9,0.227,155
50.1,0.248,148
50.3,0.261,148
50.5,0.305,138
50.7,0.333,134
50.9,0.354,130
51.1,0.373,126
51.3,0.384,126
51.5,0.394,127
51.7,0.412,125
51.9,0.42,122
52.1,0.423,120
52.3,0.424,121
52.5,0.43,122
52.7,0.439,119
52.9,0.444,119
53.1,0.45,119
53.3,0.453,118
53.5,0.457,118
53.7,0.458,117
53.9,0.459,117
54.1,0.461,119
54.3,0.466,115
54.5,0.465,118
54.7,0.466,118
54.9,0.464,119
55.1,0.465,118
55.3,0.465,120
55.5,0.464,120
55.7,0.464,119
55.9,0.465,118
56.1,0.466,117
56.3,0.463,120
56.5,0.465,117
56.7,0.466,118
56.9,0.467,117
57.1,0.468,118
57.3,0.468,117
57.5,0.468,116
57.7,0.47,116
57.9,0.471,116
58.1,0.472,114
58.3,0.471,114
58.5,0.47,115
58.7,0.468,115
58.9,0.466,114
59.1,0.462,113
59.3,0.446,115
59.5,0.422,114
59.7,0.39,109
62.5,0.14,164
62.7,0.137,169
62.9,0.134,173
63.1,0.135,176
63.3,0.136,177
63.5,0.132,179
63.7,0.131,182
63.9,0.136,181
64.1,0.138,181
64.3,0.137,180
64.5,0.137,180
64.7,0.136,180
64.9,0.136,183
65.1,0.137,180
65.3,0.136,182
65.5,0.136,182
65.7,0.136,180
65.9,0.135,183
66.1,0.134,180
66.3,0.131,181
66.5,0.133,179
66.7,0.137,176
66.9,0.134,178
67.1,0.132,176
67.3,0.129,173
67.5,0.125,170
67.7,0.131,162
67.9,3.207,41
68.1,3.201,42
68.3,3.193,42
68.5,3.187,43
68.7,3.181,43
68.9,3.176,44
69.1,3.169,44
69.3,3.163,45
69.5,3.16,45
69.7,3.154,46
69.9,3.147,46
70.1,3.141,46
70.3,3.135,47
70.5,3.13,47
70.7,3.12,48
70.9,3.116,48
71.1,3.112,48
71.3,3.105,49
71.5,3.099,49
71.7,3.092,49
71.9,3.087,49
72.1,3.079,50
72.3,3.075,50
72.5,3.068,50
72.7,3.06,45
72.9,3.054,41
73.1,3.053,47
73.3,3.05,50
73.5,3.049,51
73.7,3.045,47
73.9,3.003,42
74.1,2.976,43
74.3,2.974,45
74.5,2.979,41
74.7,2.984,36
74.9,2.974,34
75.1,2.95,40
75.3,2.946,47
75.5,2.946,45
75.7,2.958,42
75.9,2.963,38
76.3,0.116,164
76.5,0.118,162
76.7,0.129,158
76.9,0.118,160
77.3,0.118,162
77.5,0.118,164
77.7,0.128,155
78.1,0.107,162
78.5,0.109,165
80.5,0.103,166
80.7,0.11,167
80.9,0.108,169
81.1,0.113,173
81.3,0.108,177
81.5,0.102,180
81.7,0.103,183
81.9,0.106,184
82.1,0.101,186
82.3,0.101,186
82.5,0.103,187
82.7,0.105,187
82.9,0.103,190
83.1,0.102,189
83.3,0.102,189
83.5,0.101,190
83.7,0.101,190
83.9,0.1,190
84.1,0.1,190
84.3,0.101,190
84.5,0.099,190
84.7,0.1,190
84.9,0.101,189
85.1,0.101,190
85.3,0.103,188
85.5,0.104,187
85.7,0.102,186
85.9,0.1,187
86.1,0.101,185
86.3,0.102,183
86.5,0.099,182
86.7,0.101,179
86.9,0.101,176
87.1,0.11,167
87.9,2.364,32
88.1,2.357,32
