azimuth_deg,distance_m,rssi
45.5,0.158,172
45.7,0.162,169
45.9,0.164,169
46.1,0.165,167
46.3,0.162,171
46.5,0.166,169
46.7,0.171,165
46.9,0.169,169
47.1,0.175,166
47.3,0.176,163
47.5,0.17,166
47.7,0.175,164
47.9,0.174,163
48.1,0.182,162
48.3,0.174,164
48.5,0.184,161
48.7,0.188,160
48.9,0.198,159
49.1,0.208,154
49.3,0.203,156
49.5,0.217,155
49.7,0.24,151
49.9,0.249,149
50.1,0.285,141
50.3,0.294,143
50.5,0.328,133
50.7,0.333,136
50.9,0.358,130
51.1,0.377,127
51.3,0.401,124
51.5,0.411,123
51.7,0.419,123
51.9,0.425,124
52.1,0.43,123
52.3,0.43,123
52.5,0.44,119
52.7,0.448,120
52.9,0.454,118
53.1,0.46,117
53.3,0.46,118
53.5,0.467,114
53.7,0.47,115
53.9,0.473,115
54.1,0.473,115
54.3,0.475,114
54.5,0.474,117
54.7,0.477,114
54.9,0.476,115
55.1,0.477,114
55.3,0.48,114
55.5,0.48,112
55.7,0.479,115
55.9,0.481,111
56.1,0.483,110
56.3,0.48,113
56.5,0.483,112
56.9,0.595,95
57.1,0.62,90
57.5,0.671,79
57.7,0.674,79
57.9,0.708,68
58.1,0.686,72
58.5,2.999,15
58.7,3.001,12
62.5,0.14,159
62.7,0.133,169
62.9,0.138,171
63.1,0.134,175
63.3,0.134,178
63.5,0.133,179
63.7,0.131,181
63.9,0.133,179
64.1,0.134,183
64.3,0.136,181
64.5,0.137,181
64.7,0.135,182
64.9,0.133,184
65.1,0.134,184
65.3,0.135,182
65.5,0.137,182
65.7,0.138,181
65.9,0.135,183
66.1,0.133,183
66.3,0.131,182
66.5,0.132,180
66.7,0.136,178
66.9,0.134,178
67.1,0.132,175
67.3,0.129,172
67.5,0.134,164
67.7,0.141,160
67.9,3.208,42
68.1,3.201,42
68.3,3.195,42
68.5,3.187,43
68.7,3.182,43
68.9,3.177,44
69.1,3.17,44
69.3,3.164,45
69.5,3.159,45
69.7,3.151,46
69.9,3.147,46
70.1,3.14,46
70.3,3.136,47
70.5,3.129,47
70.7,3.122,48
70.9,3.116,48
71.1,3.112,48
71.3,3.106,49
71.5,3.099,49
71.7,3.091,49
71.9,3.085,50
72.1,3.078,50
72.3,3.074,50
72.5,3.068,50
72.7,3.061,44
72.9,3.053,42
73.1,3.052,47
73.3,3.05,50
73.5,3.051,51
73.7,3.045,47
73.9,3,42
74.1,2.977,43
74.3,2.975,45
74.5,2.98,41
74.7,2.987,35
74.9,2.973,34
75.3,2.944,47
75.7,2.953,43
76.1,0.117,160
76.5,2.903,42
76.7,0.107,166
77.5,0.109,165
77.9,0.106,169
78.3,0.125,161
78.5,2.913,35
78.9,0.111,165
79.5,0.118,165
79.7,0.122,158
79.9,0.102,168
80.3,0.115,162
80.5,0.112,164
80.7,0.125,166
80.9,0.103,172
81.1,0.099,176
81.3,0.103,176
81.5,0.1,182
81.7,0.1,183
81.9,0.105,185
82.1,0.101,186
82.3,0.1,187
82.5,0.104,187
82.7,0.104,186
82.9,0.103,188
83.1,0.1,189
83.3,0.101,189
83.5,0.101,190
83.7,0.101,191
83.9,0.101,190
84.1,0.101,190
84.3,0.1,191
84.5,0.099,191
84.7,0.099,190
84.9,0.1,189
85.1,0.101,189
