azimuth_deg,distance_m,rssi
45.5,0.151,172
45.7,0.155,171
45.9,0.16,171
46.1,0.162,169
46.3,0.161,171
46.5,0.163,168
46.7,0.168,165
46.9,0.168,167
47.1,0.168,167
47.3,0.168,170
47.5,0.171,166
47.7,0.173,166
47.9,0.171,163
48.1,0.169,167
48.3,0.172,165
48.5,0.176,163
48.7,0.18,163
48.9,0.216,153
49.1,0.195,156
49.3,0.193,160
49.5,0.196,160
49.7,0.223,152
49.9,0.233,150
50.1,0.256,147
50.3,0.273,144
50.5,0.29,142
50.7,0.33,134
50.9,0.359,128
51.1,0.379,123
51.3,0.386,128
51.5,0.402,122
51.7,0.417,119
51.9,0.419,123
52.1,0.427,123
52.3,0.435,120
52.5,0.438,120
52.7,0.444,118
52.9,0.452,116
53.1,0.457,115
53.3,0.46,116
53.5,0.463,117
53.7,0.466,118
53.9,0.468,116
54.1,0.472,116
54.3,0.472,115
54.5,0.474,116
54.7,0.475,115
54.9,0.476,117
55.1,0.476,116
55.3,0.476,115
55.5,0.476,117
55.7,0.477,117
55.9,0.475,116
56.1,0.476,116
56.3,0.475,115
56.5,0.476,116
56.7,0.477,117
56.9,0.478,116
57.1,0.479,117
57.3,0.478,117
57.5,0.478,116
57.7,0.479,115
57.9,0.479,116
58.1,0.478,113
58.3,0.478,112
58.5,0.478,114
58.7,0.483,108
58.9,0.474,114
59.1,0.476,107
59.3,0.457,110
59.5,0.458,107
59.7,0.399,114
62.5,0.139,161
62.7,0.132,171
62.9,0.129,174
63.1,0.132,176
63.3,0.134,177
63.5,0.132,179
63.7,0.13,182
63.9,0.134,180
64.1,0.134,183
64.3,0.135,182
64.5,0.138,180
64.7,0.136,182
64.9,0.133,183
65.1,0.133,182
65.3,0.133,184
65.5,0.134,182
65.7,0.135,183
65.9,0.134,183
66.1,0.134,180
66.3,0.131,182
66.5,0.132,179
66.7,0.136,177
66.9,0.132,178
67.1,0.131,176
67.3,0.128,171
67.5,0.126,168
67.9,3.207,42
68.1,3.201,42
68.3,3.195,43
68.5,3.189,43
68.7,3.181,43
68.9,3.177,44
69.1,3.171,44
69.3,3.165,45
69.5,3.162,45
69.7,3.156,46
69.9,3.147,46
70.1,3.139,46
70.3,3.135,47
70.5,3.128,47
70.7,3.123,47
70.9,3.119,48
71.1,3.112,48
71.3,3.106,49
71.5,3.099,49
71.7,3.093,49
71.9,3.087,50
72.1,3.081,50
72.3,3.075,50
72.5,3.067,50
72.7,3.059,44
72.9,3.053,42
73.1,3.052,47
73.3,3.05,50
73.5,3.049,51
73.7,3.043,46
73.9,3.001,42
74.1,2.975,43
74.3,2.976,45
74.5,2.979,41
74.7,2.983,36
74.9,2.971,34
75.1,2.95,41
75.5,2.947,45
75.7,2.952,43
75.9,2.965,37
76.1,2.973,33
76.5,0.125,158
76.9,0.111,170
77.1,0.116,163
77.3,0.105,166
77.5,0.11,167
77.7,0.114,165
78.1,0.117,164
78.3,0.109,168
78.7,0.107,167
78.9,0.116,161
79.1,0.107,167
79.3,0.109,169
79.5,0.099,162
79.7,0.115,160
80.3,0.114,164
80.5,0.11,170
80.7,0.109,168
80.9,0.107,171
81.1,0.105,176
81.3,0.106,177
81.5,0.102,182
81.7,0.101,182
81.9,0.104,184
82.1,0.099,187
82.3,0.101,185
82.5,0.103,186
82.7,0.103,188
82.9,0.103,190
83.1,0.102,189
83.3,0.101,191
83.5,0.1,191
83.7,0.1,190
83.9,0.1,190
84.1,0.1,190
84.3,0.1,190
84.5,0.1,190
84.7,0.1,191
84.9,0.1,189
85.1,0.1,191
85.3,0.101,188
85.5,0.102,188
85.7,0.099,188
85.9,0.099,187
86.1,0.101,185
86.3,0.102,184
86.5,0.097,183
86.7,0.099,179
86.9,0.097,177
87.1,0.098,167
87.7,2.444,45
87.9,2.364,32
88.1,2.357,32
