azimuth_deg,distance_m,rssi
45.5,0.159,170
45.7,0.163,168
45.9,0.163,169
46.1,0.16,172
46.3,0.163,171
46.5,0.166,168
46.7,0.168,167
46.9,0.167,169
47.1,0.168,167
47.3,0.168,164
47.5,0.163,167
47.7,0.167,164
47.9,0.169,164
48.1,0.173,163
48.3,0.169,166
48.5,0.172,161
48.7,0.178,160
48.9,0.188,159
49.1,0.19,160
49.3,0.2,156
49.5,0.205,156
49.7,0.225,151
49.9,0.238,148
50.1,0.243,152
50.3,0.271,142
50.5,0.277,146
50.7,0.33,133
50.9,0.338,135
51.1,0.359,130
51.3,0.384,128
51.5,0.398,125
51.7,0.407,122
51.9,0.407,126
52.1,0.416,122
52.3,0.421,121
52.5,0.424,125
52.7,0.429,121
52.9,0.437,119
53.1,0.442,120
53.3,0.446,118
53.5,0.449,119
53.7,0.453,118
53.9,0.453,119
54.1,0.454,120
54.3,0.454,120
54.5,0.455,120
54.7,0.457,121
54.9,0.457,120
55.1,0.457,121
55.3,0.456,120
55.5,0.456,120
55.7,0.455,122
55.9,0.454,122
56.1,0.454,122
56.3,0.455,121
56.5,0.455,124
56.7,0.456,122
56.9,0.456,120
57.1,0.459,120
57.3,0.46,120
57.5,0.461,119
57.7,0.462,119
57.9,0.462,117
58.1,0.462,118
58.3,0.461,119
58.5,0.462,116
58.7,0.461,116
58.9,0.458,117
59.1,0.452,119
59.3,0.45,113
59.5,0.434,116
59.7,0.427,110
59.9,0.395,113
62.5,0.133,167
62.7,0.132,170
62.9,0.13,174
63.1,0.131,175
63.3,0.137,175
63.5,0.135,178
63.7,0.131,182
63.9,0.134,181
64.1,0.135,182
64.3,0.136,180
64.5,0.134,182
64.7,0.134,183
64.9,0.134,182
65.1,0.135,183
65.3,0.135,183
65.5,0.136,180
65.7,0.135,181
65.9,0.136,179
66.1,0.135,180
66.3,0.132,182
66.5,0.131,181
66.7,0.133,178
66.9,0.132,178
67.1,0.13,177
67.3,0.128,174
67.5,0.129,168
67.7,0.138,155
67.9,3.21,42
68.1,3.202,42
