azimuth_deg,distance_m,rssi
45.5,0.159,170
45.7,0.16,171
45.9,0.162,170
46.1,0.162,171
46.3,0.164,170
46.5,0.166,168
46.7,0.167,169
46.9,0.173,167
47.1,0.18,163
47.3,0.181,162
47.5,0.19,158
47.7,0.185,162
47.9,0.186,163
48.1,0.189,161
48.3,0.184,162
48.5,0.186,163
48.7,0.208,157
48.9,0.206,158
49.1,0.208,160
49.3,0.221,153
49.5,0.221,157
49.7,0.244,150
49.9,0.251,150
50.1,0.273,146
50.3,0.314,138
50.5,0.321,139
50.7,0.354,131
50.9,0.378,127
51.1,0.391,125
51.3,0.4,124
51.5,0.409,121
51.7,0.413,120
51.9,0.428,117
52.1,0.43,118
52.3,0.443,114
52.5,0.444,115
52.7,0.451,110
52.9,0.452,110
53.1,0.457,111
53.5,0.645,79
53.7,0.664,72
53.9,0.681,71
54.1,0.697,67
54.5,0.781,56
54.7,0.796,55
54.9,0.808,51
55.1,0.812,47
55.5,0.705,66
55.7,0.705,71
55.9,0.696,74
56.1,0.688,79
56.3,0.687,80
56.5,0.681,82
56.7,0.678,88
56.9,0.675,90
57.1,0.681,81
57.3,0.664,90
57.5,0.683,80
57.7,0.688,78
57.9,0.709,69
58.1,0.71,63
58.5,3.009,15
58.7,3.001,13
58.9,2.995,3
62.7,0.136,167
62.9,0.132,172
63.1,0.134,176
63.3,0.137,177
63.5,0.136,177
63.7,0.13,182
63.9,0.133,180
64.1,0.136,183
64.3,0.137,181
64.5,0.136,183
64.7,0.136,183
64.9,0.135,183
65.1,0.134,184
65.3,0.134,184
65.5,0.133,183
65.7,0.134,183
65.9,0.135,181
66.1,0.135,180
66.3,0.133,180
66.5,0.132,182
66.7,0.135,179
66.9,0.134,176
67.1,0.131,176
67.3,0.131,173
67.5,0.126,167
68.1,3.203,42
68.3,3.195,42
68.5,3.189,43
68.7,3.185,43
68.9,3.179,44
69.1,3.172,44
69.3,3.166,45
69.5,3.163,45
69.7,3.156,45
69.9,3.148,46
70.1,3.142,46
70.3,3.138,47
70.5,3.13,47
70.7,3.123,48
70.9,3.117,48
71.1,3.113,48
71.3,3.106,48
71.5,3.1,49
71.7,3.094,49
71.9,3.09,49
72.1,3.084,50
72.3,3.076,50
72.5,3.068,50
72.7,3.061,45
72.9,3.054,41
73.1,3.053,47
73.3,3.052,50
73.5,3.052,50
73.7,3.048,46
73.9,3.001,42
74.1,2.98,43
74.3,2.975,44
74.5,2.978,40
74.9,2.974,34
75.7,2.953,43
76.1,2.967,33
76.5,0.114,163
76.7,0.115,163
76.9,0.113,163
77.3,0.114,161
77.5,0.109,165
77.7,0.116,162
77.9,0.1,163
78.1,0.1,164
78.3,0.119,162
78.5,0.114,164
78.7,0.114,163
79.1,0.108,168
79.3,0.107,167
79.5,2.912,44
79.7,2.922,38
80.1,0.11,165
80.3,0.093,163
80.5,0.099,169
80.7,0.099,172
80.9,0.098,174
81.1,0.105,175
81.3,0.101,176
81.5,0.101,182
81.7,0.103,182
81.9,0.106,183
82.1,0.101,185
82.3,0.1,187
82.5,0.104,189
82.7,0.106,188
82.9,0.104,190
83.1,0.103,188
83.3,0.101,190
83.5,0.101,189
83.7,0.102,190
83.9,0.102,190
84.1,0.101,191
84.3,0.101,190
84.5,0.1,190
84.7,0.101,190
84.9,0.101,190
85.1,0.101,189
85.3,0.102,189
85.5,0.103,187
85.7,0.101,187
85.9,0.099,186
86.1,0.098,186
86.3,0.102,185
86.5,0.098,183
86.7,0.099,180
86.9,0.098,177
87.1,0.101,171
87.3,3.033,41
87.7,2.44,45
87.9,2.365,32
88.1,2.36,32
88.3,2.359,32
88.5,2.358,32
88.7,2.357,32
88.9,2.357,32
89.1,2.348,31
89.3,2.316,30
89.5,2.299,31
89.7,2.298,31
89.9,2.297,31
90.1,2.298,31
90.3,2.299,31
90.5,2.298,31
90.7,2.297,31
90.9,2.299,31
91.1,2.297,31
91.3,2.295,31
91.5,2.292,31
91.7,2.289,30
92.3,0.095,171
92.5,0.11,167
92.7,0.096,173
92.9,0.099,175
93.1,0.102,176
93.3,0.106,173
93.5,0.104,173
93.7,0.101,177
93.9,0.103,175
94.1,0.1,178
94.3,0.104,175
94.5,0.107,171
94.7,0.107,171
94.9,0.105,175
95.1,0.105,174
95.3,0.106,171
95.5,0.099,174
95.7,0.104,171
95.9,0.107,169
96.1,0.091,166
96.3,2.25,31
96.5,2.25,31
96.7,2.25,31
96.9,2.249,32
97.1,2.248,32
97.3,2.247,32
97.5,2.248,32
97.7,2.249,32
97.9,2.247,32
98.1,2.246,33
98.3,2.246,33
98.5,2.245,33
98.7,2.245,33
98.9,2.244,33
99.1,2.242,33
99.3,2.24,33
99.5,2.241,33
99.7,2.241,33
99.9,2.245,32
100.1,2.256,30
100.3,2.294,30
100.5,2.3,30
100.7,2.299,31
100.9,2.298,31
101.1,2.295,32
101.3,2.294,32
101.5,2.296,32
101.7,2.297,32
101.9,2.307,32
102.9,2.746,40
103.3,2.424,41
103.5,2.41,40
103.7,2.406,45
103.9,2.367,49
104.1,2.341,51
104.3,2.329,49
104.5,2.333,46
104.7,2.351,45
104.9,2.416,45
105.3,2.816,50
105.5,2.867,57
105.7,2.86,49
105.9,2.833,38
106.1,2.828,37
106.3,2.879,51
106.5,2.901,58
106.7,2.894,50
106.9,2.851,37
107.1,2.835,35
107.3,2.877,44
107.5,2.873,44
107.7,2.84,35
107.9,2.843,34
108.1,2.886,44
108.3,2.911,53
108.5,2.919,58
108.7,2.924,59
108.9,2.925,58
109.1,2.925,57
109.3,2.911,50
109.5,2.877,39
109.7,2.857,32
109.9,2.894,40
110.1,2.923,50
110.3,2.92,44
110.5,2.884,33
110.7,2.912,39
110.9,2.942,51
111.1,2.948,52
111.3,2.927,39
111.7,2.929,39
111.9,2.953,52
112.1,2.946,49
112.3,2.865,43
112.5,2.844,41
112.7,2.844,42
112.9,2.849,42
113.1,2.883,48
113.3,2.938,51
113.5,2.957,39
113.7,2.912,31
113.9,2.872,29
114.1,2.843,29
114.3,2.82,29
114.5,2.81,29
114.7,2.81,29
114.9,2.836,29
115.1,2.932,36
115.3,2.96,44
115.5,2.994,51
115.7,3.01,54
115.9,3.015,54
116.1,3.016,54
116.7,2.611,36
116.9,2.547,34
117.1,2.541,37
117.3,2.548,37
117.9,2.882,30
118.1,2.851,29
118.3,2.829,29
118.5,2.818,28
118.7,2.821,29
118.9,2.85,30
119.1,2.907,33
119.3,2.935,33
120.1,2.587,35
120.3,2.585,38
120.5,2.617,44
120.9,3.086,30
121.1,3.062,24
121.3,3.125,31
121.5,3.129,32
121.7,3.123,33
121.9,3.072,30
122.3,2.829,34
122.5,2.813,35
122.7,2.795,34
122.9,2.78,34
123.1,2.764,35
123.3,2.747,34
123.5,2.731,34
123.7,2.717,34
123.9,2.706,34
124.1,2.694,34
124.3,2.683,34
124.5,2.671,35
124.7,2.66,35
124.9,2.652,36
125.1,2.646,38
125.3,2.643,39
125.5,2.645,39
125.7,2.643,39
125.9,2.639,41
126.1,2.637,39
126.3,2.636,40
126.5,2.637,39
126.7,2.637,38
126.9,2.638,37
127.1,2.64,38
127.3,2.642,40
127.5,2.644,40
127.7,2.647,39
127.9,2.65,42
128.1,2.653,44
128.3,2.656,42
128.5,2.663,42
128.7,2.672,42
128.9,2.686,40
129.1,2.706,41
129.3,2.722,44
129.5,2.727,46
129.7,2.732,43
129.9,2.741,37
130.1,2.792,32
130.7,2.929,31
130.9,2.912,31
131.1,2.899,31
131.3,2.895,32
131.5,2.938,45
131.7,2.985,51
132.1,3.441,45
132.5,2.937,52
132.7,2.928,49
132.9,2.934,48
133.1,2.925,49
133.3,2.934,51
133.9,3.527,45
134.1,3.537,45
134.3,3.542,45
134.5,3.535,43
134.7,3.505,40
134.9,3.488,40
135.1,3.488,41
135.3,3.488,40
135.5,3.488,41
135.7,3.487,41
135.9,3.487,41
136.1,3.487,40
136.3,3.487,40
136.5,3.488,41
136.7,3.488,41
136.9,3.489,41
137.1,3.489,41
137.3,3.49,41
137.5,3.491,40
137.7,3.49,41
137.9,3.49,41
138.1,3.49,41
138.3,3.492,41
138.5,3.494,41
138.7,3.494,41
138.9,3.495,41
139.1,3.497,41
139.3,3.497,41
139.5,3.498,41
139.7,3.498,41
139.9,3.501,40
140.1,3.503,40
140.3,3.504,40
140.5,3.506,39
140.7,3.506,38
140.9,3.507,37
141.1,3.511,34
141.3,3.518,33
141.5,3.522,31
141.7,3.52,33
141.9,3.52,34
142.1,3.519,34
142.3,3.52,34
142.5,3.518,34
142.7,3.528,37
143.1,2.812,51
143.5,2.699,32
143.7,2.695,32
143.9,2.696,33
144.1,2.703,34
144.3,2.766,49
144.5,2.804,51
144.7,2.849,51
144.9,2.852,49
145.1,2.839,47
145.5,2.78,33
145.7,2.785,33
145.9,2.79,32
146.1,2.797,32
146.3,2.805,32
146.5,2.814,33
146.7,2.823,33
146.9,2.835,33
147.1,2.857,34
147.3,2.882,39
147.5,2.906,42
147.7,2.94,44
147.9,2.977,47
148.1,3.036,49
148.5,3.246,48
148.7,3.246,48
148.9,3.236,49
149.1,3.228,49
149.3,3.222,49
149.5,3.208,49
149.7,3.2,49
149.9,3.191,49
150.1,3.169,47
150.3,3.105,39
150.5,3.065,34
150.7,3.057,35
150.9,3.057,34
151.1,3.074,33
151.3,3.105,41
151.5,3.113,49
151.7,3.075,44
151.9,3.028,35
152.1,3.011,34
152.3,3.008,34
152.5,3.031,36
152.7,3.06,45
152.9,3.053,46
153.1,3.029,36
153.3,3.024,33
153.5,3.034,44
153.7,3.031,47
153.9,3.019,35
154.1,3.001,33
154.3,3.005,43
154.5,3.003,54
154.7,2.996,54
154.9,2.99,50
155.1,2.975,42
155.3,2.96,34
155.5,2.945,32
155.7,2.953,38
155.9,2.955,48
156.1,2.945,50
156.3,2.93,42
156.5,2.907,34
156.7,2.881,30
156.9,2.902,35
157.1,2.91,43
157.3,2.909,50
157.5,2.905,50
157.7,2.894,47
157.9,2.87,38
158.1,2.84,31
158.3,2.857,39
158.5,2.865,47
158.7,2.855,43
158.9,2.814,35
159.1,2.815,36
159.3,2.834,44
159.5,2.824,46
159.7,2.787,39
159.9,2.741,36
160.1,2.727,37
160.3,2.732,35
160.5,2.769,38
160.7,2.804,50
160.9,2.797,51
161.1,2.768,39
161.3,2.753,33
161.5,2.781,46
161.7,2.785,58
161.9,2.773,49
162.1,2.745,35
162.3,2.744,38
162.5,2.758,52
162.7,2.758,62
162.9,2.755,62
163.1,2.751,62
163.3,2.744,56
163.5,2.734,45
163.7,2.719,36
163.9,2.705,32
164.1,2.714,41
164.3,2.721,53
164.5,2.72,56
164.7,2.713,48
164.9,2.694,37
165.1,2.669,32
165.3,2.672,37
165.5,2.686,48
165.7,2.689,57
165.9,2.691,64
166.1,2.688,65
166.3,2.68,65
166.5,2.669,59
167.1,2.109,47
167.3,2.106,51
167.5,2.106,52
167.7,2.101,48
167.9,2.091,44
168.1,2.091,44
168.3,2.126,49
168.5,2.219,50
168.7,2.198,47
168.9,2.151,42
169.1,2.148,42
169.3,2.154,36
169.7,2.306,31
169.9,2.326,32
170.1,2.357,32
170.3,2.404,36
170.5,2.468,45
170.7,2.54,52
170.9,2.536,52
171.1,2.52,45
171.3,2.516,45
171.5,2.515,44
171.7,2.514,42
171.9,2.534,43
172.1,2.576,58
172.3,2.583,70
172.5,2.579,72
172.7,2.577,72
172.9,2.575,71
173.1,2.57,71
173.3,2.567,71
173.5,2.565,71
173.7,2.563,70
173.9,2.558,71
174.1,2.554,70
174.3,2.552,71
174.5,2.551,71
174.7,2.549,71
174.9,2.546,71
175.1,2.545,71
175.3,2.542,71
175.5,2.54,71
175.7,2.537,71
175.9,2.535,71
176.1,2.534,71
176.3,2.532,71
176.5,2.53,71
176.7,2.528,71
176.9,2.527,71
177.1,2.525,71
177.3,2.523,71
177.5,2.52,72
177.7,2.517,72
177.9,2.516,71
178.1,2.511,72
178.3,2.509,72
178.5,2.507,72
178.7,2.496,72
179.3,0.174,158
179.5,0.171,165
179.7,0.179,163
179.9,0.18,165
180.1,0.178,168
180.3,0.179,169
180.5,0.178,169
180.7,0.175,173
180.9,0.175,171
181.1,0.176,171
181.3,0.174,173
181.5,0.174,173
181.7,0.173,173
181.9,0.173,174
182.1,0.175,170
182.3,0.176,169
182.5,0.175,171
182.7,0.177,170
182.9,0.178,171
183.1,0.18,167
183.3,0.181,168
183.5,0.182,168
183.7,0.18,169
183.9,0.178,171
184.1,0.179,167
184.3,0.178,166
184.5,0.179,173
184.7,0.181,173
184.9,0.179,175
185.1,0.175,177
185.3,0.172,178
185.5,0.171,180
185.7,0.171,180
185.9,0.169,179
186.1,0.168,180
186.3,0.169,178
186.5,0.17,180
186.7,0.171,178
186.9,0.174,177
187.1,0.178,176
187.3,0.18,175
187.5,0.179,172
187.7,0.175,172
187.9,0.179,167
188.1,0.181,164
188.3,0.179,165
188.5,0.176,161
188.7,0.172,164
188.9,0.176,163
189.1,0.177,160
189.3,0.179,159
189.5,0.176,161
189.7,0.175,164
189.9,0.178,160
190.1,0.184,156
190.3,0.174,158
190.5,0.173,158
190.7,0.177,159
190.9,0.174,161
191.1,0.169,155
191.3,0.185,156
191.5,0.19,151
191.9,2.475,68
192.1,2.478,68
192.3,2.477,69
192.5,2.477,70
192.7,2.477,70
192.9,2.478,70
193.1,2.48,70
193.3,2.48,71
193.5,2.481,71
193.7,2.481,71
193.9,2.482,71
194.1,2.482,71
194.3,2.482,71
194.5,2.483,71
194.7,2.483,72
194.9,2.483,72
