azimuth_deg,distance_m,rssi
45.5,0.155,173
45.7,0.161,169
45.9,0.165,168
46.1,0.165,169
46.3,0.163,170
46.5,0.168,165
46.7,0.169,167
46.9,0.167,167
47.1,0.169,166
47.3,0.169,165
47.5,0.17,165
47.7,0.17,167
47.9,0.186,160
48.1,0.171,165
48.3,0.182,159
48.5,0.182,162
48.7,0.192,159
48.9,0.194,157
49.1,0.202,155
49.3,0.204,159
49.5,0.222,151
49.7,0.24,148
49.9,0.247,149
50.1,0.274,145
50.3,0.289,141
50.5,0.321,136
50.7,0.354,132
50.9,0.364,129
51.1,0.387,125
51.3,0.402,121
51.5,0.412,123
51.7,0.418,125
51.9,0.429,118
52.1,0.43,120
52.3,0.435,119
52.5,0.441,118
52.7,0.45,119
52.9,0.455,117
53.1,0.458,118
53.3,0.465,115
53.5,0.467,114
53.7,0.467,117
53.9,0.47,115
54.1,0.472,115
54.3,0.47,117
54.5,0.472,113
54.7,0.474,113
54.9,0.473,114
55.1,0.475,114
55.3,0.477,114
55.5,0.479,112
55.7,0.478,113
55.9,0.477,113
56.1,0.476,113
56.3,0.479,112
56.5,0.479,113
56.7,0.48,113
56.9,0.48,114
57.1,0.481,110
57.3,0.482,112
57.7,0.6,90
57.9,0.605,85
58.1,0.553,89
58.5,2.999,16
58.7,2.995,11
58.9,3,9
62.5,0.141,159
62.7,0.135,167
62.9,0.133,174
63.1,0.135,177
63.3,0.136,176
63.5,0.135,178
63.7,0.133,179
63.9,0.135,180
64.1,0.136,181
64.3,0.137,181
64.5,0.136,184
64.7,0.136,180
64.9,0.135,182
65.1,0.135,182
65.3,0.137,182
65.5,0.137,180
65.7,0.137,181
65.9,0.136,180
66.1,0.135,179
66.3,0.131,181
66.5,0.133,179
66.7,0.135,180
66.9,0.136,174
67.1,0.135,174
67.3,0.133,172
67.5,0.129,167
67.7,0.128,161
67.9,3.209,39
68.1,3.201,40
68.3,3.194,41
68.5,3.186,42
68.7,3.182,42
68.9,3.176,43
69.1,3.169,44
69.3,3.163,44
69.5,3.159,45
69.7,3.152,46
69.9,3.146,46
70.1,3.139,46
70.3,3.135,47
70.5,3.127,47
70.7,3.121,47
70.9,3.115,48
71.1,3.112,48
71.3,3.104,49
71.5,3.098,49
71.7,3.09,49
71.9,3.085,49
72.1,3.079,50
72.3,3.073,50
72.5,3.066,50
72.7,3.061,44
72.9,3.052,41
73.1,3.051,47
73.3,3.049,50
73.5,3.048,51
73.7,3.044,47
73.9,2.999,43
74.1,2.977,42
74.3,2.976,44
74.5,2.979,41
74.7,2.984,35
74.9,2.972,34
75.1,2.948,39
75.3,2.947,46
75.5,2.947,46
75.9,2.963,38
76.3,2.931,33
77.3,0.121,163
78.1,0.112,165
78.3,0.108,166
78.7,2.977,38
79.1,0.109,163
79.3,0.112,159
79.7,0.113,165
79.9,2.987,40
80.1,0.102,164
80.3,0.103,169
80.5,0.113,163
80.7,0.118,167
80.9,0.108,172
81.1,0.106,173
81.3,0.103,178
81.5,0.104,178
81.7,0.103,184
81.9,0.108,181
82.1,0.102,184
82.3,0.102,186
82.5,0.102,187
82.7,0.106,187
82.9,0.106,187
83.1,0.103,188
83.3,0.101,189
83.5,0.1,189
83.7,0.1,190
83.9,0.1,190
84.1,0.101,190
84.3,0.099,190
84.5,0.099,191
84.7,0.101,189
84.9,0.102,189
85.1,0.102,191
85.3,0.103,189
85.5,0.104,187
85.7,0.1,187
85.9,0.099,187
86.1,0.099,187
86.3,0.102,183
86.5,0.097,183
86.7,0.098,180
86.9,0.099,176
87.1,0.098,171
87.7,2.443,46
88.1,2.357,32
88.3,2.355,32
88.5,2.356,33
88.7,2.355,32
88.9,2.353,32
89.1,2.349,31
89.3,2.318,30
89.5,2.3,31
89.7,2.297,31
89.9,2.295,31
90.1,2.294,31
90.3,2.295,31
90.5,2.296,31
90.7,2.295,31
90.9,2.295,30
91.1,2.296,31
91.3,2.294,31
91.5,2.292,31
91.7,2.289,31
91.9,2.287,31
92.3,0.107,164
92.5,0.098,171
92.7,0.094,174
92.9,0.096,173
93.1,0.107,170
93.3,0.097,176
93.5,0.1,176
93.7,0.105,175
93.9,0.103,178
94.1,0.104,176
94.3,0.103,175
94.5,0.101,176
94.7,0.106,174
94.9,0.108,173
95.1,0.106,172
95.3,0.096,173
95.5,0.101,173
95.7,0.103,171
95.9,0.107,168
96.1,0.114,160
96.5,2.247,32
96.7,2.248,32
96.9,2.249,31
97.1,2.247,32
97.3,2.247,32
97.5,2.248,32
97.7,2.248,32
97.9,2.248,32
98.1,2.244,33
98.3,2.243,33
98.5,2.242,33
98.7,2.242,34
98.9,2.242,33
99.1,2.24,33
99.3,2.238,33
99.5,2.24,33
99.7,2.24,33
99.9,2.243,33
100.1,2.251,31
100.3,2.291,30
100.5,2.301,30
100.7,2.3,31
100.9,2.298,31
101.1,2.295,32
101.3,2.294,32
101.5,2.294,32
101.7,2.294,32
101.9,2.299,32
102.9,2.753,41
103.3,2.429,41
