azimuth_deg,distance_m,rssi
45.5,0.153,173
45.7,0.156,171
45.9,0.16,169
46.1,0.162,169
46.3,0.164,169
46.5,0.168,168
46.7,0.166,167
46.9,0.166,166
47.1,0.163,168
47.3,0.165,166
47.5,0.162,166
47.7,0.162,164
47.9,0.161,170
48.1,0.164,168
48.3,0.17,164
48.5,0.173,164
48.7,0.174,165
48.9,0.182,163
49.1,0.185,161
49.3,0.185,162
49.5,0.2,158
49.7,0.21,158
49.9,0.236,146
50.1,0.247,148
50.3,0.262,145
50.5,0.289,141
50.7,0.319,134
50.9,0.344,129
51.1,0.354,130
51.3,0.369,130
51.5,0.389,127
51.7,0.399,127
51.9,0.412,123
52.1,0.409,127
52.3,0.419,122
52.5,0.426,122
52.7,0.431,122
52.9,0.437,121
53.1,0.443,120
53.3,0.446,119
53.5,0.448,120
53.7,0.451,119
53.9,0.453,120
54.1,0.457,119
54.3,0.457,120
54.5,0.458,118
54.7,0.457,119
54.9,0.458,122
55.1,0.459,120
55.3,0.457,122
55.5,0.456,122
55.7,0.456,120
55.9,0.456,121
56.1,0.453,124
56.3,0.454,123
56.5,0.454,122
56.7,0.452,123
56.9,0.455,122
57.1,0.457,120
57.3,0.461,121
57.5,0.461,120
57.7,0.461,121
57.9,0.464,121
58.1,0.466,118
58.3,0.464,119
58.5,0.465,118
58.7,0.464,120
58.9,0.465,116
59.1,0.463,116
59.3,0.457,117
59.5,0.453,115
59.7,0.443,115
59.9,0.431,119
60.1,0.393,118
60.3,0.39,112
62.5,0.131,167
62.7,0.135,166
62.9,0.133,174
63.1,0.129,179
63.3,0.135,176
63.5,0.133,178
63.7,0.133,180
63.9,0.135,181
64.1,0.136,182
64.3,0.135,181
64.5,0.135,183
64.7,0.135,184
64.9,0.135,182
65.1,0.134,183
65.3,0.135,182
65.5,0.134,183
65.7,0.135,182
65.9,0.136,181
66.1,0.134,181
66.3,0.132,181
66.5,0.13,182
66.7,0.132,180
66.9,0.134,176
67.1,0.131,176
67.3,0.129,174
67.5,0.131,165
67.7,0.133,161
67.9,3.208,41
68.1,3.201,42
68.3,3.194,42
68.5,3.188,43
68.7,3.182,43
68.9,3.177,44
69.1,3.175,44
69.3,3.167,45
69.5,3.16,45
69.7,3.153,46
69.9,3.146,46
70.1,3.14,47
70.3,3.135,47
70.5,3.131,47
70.7,3.124,48
70.9,3.117,48
71.1,3.113,48
71.3,3.106,48
71.5,3.097,49
71.7,3.093,49
71.9,3.089,50
72.1,3.08,50
72.3,3.074,50
72.5,3.069,50
72.7,3.06,44
72.9,3.053,42
73.1,3.053,47
73.3,3.051,50
73.5,3.052,50
73.7,3.047,47
73.9,2.998,42
74.1,2.977,43
74.3,2.974,45
74.5,2.981,40
74.7,2.984,35
74.9,2.965,34
75.1,2.947,41
75.5,2.946,45
75.9,2.966,37
76.3,0.101,166
76.5,0.11,165
76.9,2.905,46
77.1,0.111,167
77.3,0.105,165
77.7,0.101,168
78.1,0.107,168
78.3,0.109,166
78.9,3.01,42
