azimuth_deg,distance_m,rssi
45.5,0.157,172
45.7,0.157,171
45.9,0.162,168
46.1,0.159,172
46.3,0.165,167
46.5,0.166,168
46.7,0.166,169
46.9,0.168,169
47.1,0.168,167
47.3,0.172,163
47.5,0.168,168
47.7,0.174,163
47.9,0.163,169
48.1,0.17,164
48.3,0.174,162
48.5,0.18,163
48.7,0.187,163
48.9,0.194,157
49.1,0.193,159
49.3,0.199,155
49.5,0.205,157
49.7,0.241,146
49.9,0.247,149
50.1,0.26,148
50.3,0.277,145
50.5,0.314,138
50.7,0.333,135
50.9,0.351,132
51.1,0.371,130
51.3,0.392,126
51.5,0.406,125
51.7,0.419,121
51.9,0.432,117
52.1,0.427,120
52.3,0.436,118
52.5,0.441,120
52.7,0.446,119
52.9,0.453,116
53.1,0.456,118
53.3,0.461,115
53.5,0.463,117
53.7,0.464,115
53.9,0.466,117
54.1,0.469,113
54.3,0.471,116
54.5,0.473,116
54.7,0.473,116
54.9,0.472,118
55.1,0.475,112
55.3,0.476,117
55.5,0.478,114
55.7,0.477,115
55.9,0.476,115
56.1,0.477,114
56.3,0.477,114
56.5,0.476,114
56.7,0.474,115
56.9,0.473,114
57.1,0.476,114
57.3,0.474,115
57.5,0.478,111
57.7,0.476,112
57.9,0.48,109
58.1,0.49,108
58.3,0.52,104
58.5,0.556,96
58.7,0.569,95
58.9,0.58,95
59.1,0.582,93
59.3,0.578,95
62.5,0.145,160
62.7,0.131,171
62.9,0.132,172
63.1,0.13,178
63.3,0.135,177
63.5,0.134,179
63.7,0.134,180
63.9,0.135,180
64.1,0.135,181
64.3,0.136,181
64.5,0.135,181
64.7,0.134,183
64.9,0.134,182
65.1,0.133,184
65.3,0.134,183
65.5,0.135,184
65.7,0.137,181
65.9,0.136,183
66.1,0.136,181
66.3,0.132,180
66.5,0.131,178
66.7,0.134,180
66.9,0.131,176
67.1,0.134,176
67.3,0.131,170
67.5,0.126,167
67.7,0.132,160
67.9,3.209,42
68.1,3.201,42
68.3,3.195,42
68.5,3.187,43
68.7,3.183,43
68.9,3.178,44
69.1,3.172,44
69.3,3.165,45
69.5,3.161,45
69.7,3.155,46
69.9,3.149,46
70.1,3.142,46
70.3,3.138,47
70.5,3.13,47
70.7,3.122,47
70.9,3.118,48
71.1,3.113,48
71.3,3.106,48
71.5,3.098,49
71.7,3.091,49
71.9,3.086,50
72.1,3.077,50
72.3,3.072,50
72.5,3.067,50
72.7,3.061,45
72.9,3.052,42
73.1,3.051,47
73.3,3.049,50
73.5,3.048,51
73.7,3.043,47
73.9,3.002,42
74.1,2.976,43
74.3,2.974,45
74.5,2.98,41
74.7,2.985,36
74.9,2.971,34
75.1,2.95,40
75.3,2.943,47
75.9,2.965,38
76.7,0.101,167
